country,payment_request,interview_process,job_url,job_title,company_name,job_description,recruiter_email,salary,location,label
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Package Handler,Salesforce,No experience needed. Package Handler position. High pay. Contact us on Telegram for details.,employment@salesforce-jobs.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://tinyurl.com/digital india hub,Captcha Entry Work,Digital India Hub,Direct joining without interview. Salary 25000. Security deposit required for verification.,hr.digitalindiahub@gmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Smart Work Pvt Ltd,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://bit.ly/job217,Back Office Executive,Digital India Hub,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://bit.ly/job951,SMS Sending Job,Digital India Hub,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.salesforce.com,DevOps Engineer,Salesforce,Exciting opportunity for DevOps Engineer at Salesforce. Remote options available. Competitive compensation package.,careers@salesforce.org,Undisclosed,Singapore,Genuine
Foreign,False,Video Conference x3,https://jobs.adobe.com,Cloud Architect,Adobe,Adobe is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,careers@adobe.org,Undisclosed,London,Genuine
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,Global Services,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,hr.globalservices@gmail.com,High/Unrealistic,Chennai,Fake
Foreign,False,Video Conference x3,https://jobs.netflix.com,Cloud Architect,Netflix,Netflix is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,careers@netflix.org,Undisclosed,Sydney,Genuine
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/5527,Business Analyst,Tech Mahindra,We are looking for a skilled Business Analyst to join our team in Noida. Minimum 2 years experience required. Apply on our official portal.,hr@techmahindra.co.in,Undisclosed,Pune,Genuine
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Digital India Hub,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
India,False,No Interview,http://tinyurl.com/digital india hub,Airport Ground Staff,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-6745918669.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
India,False,No Interview,http://bit.ly/job571,Captcha Entry Work,Airport Services,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-6788055507.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,Airport Ground Staff,Smart Work Pvt Ltd,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-7933350857.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
Foreign,False,Online Chat,http://netflix-hiring-now.net,Payment Processor,Netflix,Earn $2000 weekly working from home. We need a Payment Processor immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,Remote,Fake
Foreign,True,Online Chat,http://google-hiring-now.net,Oil Rig Worker,Google,Immediate visa sponsorship for Oil Rig Worker. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,Berlin,Fake
India,True,No Interview,http://bit.ly/job758,Form Filling Job,Digital India Hub,Direct joining without interview. Salary 40000. Security deposit required for verification.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/6377,Java Developer,TCS,Urgent opening for Java Developer at TCS Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@tcs.net,Undisclosed,Mumbai,Genuine
India,True,No Interview,http://bit.ly/job948,Data Entry Operator,Airport Services,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/3926,Java Developer,Wipro,We are looking for a skilled Java Developer to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,hr@wipro.co.in,Undisclosed,Chennai,Genuine
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,Global Services,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,hr.globalservices@gmail.com,High/Unrealistic,Chennai,Fake
Foreign,True,Online Chat,http://netflix-hiring-now.net,Package Handler,Netflix,Exciting offer for Package Handler. We will send you a check for equipment. Deposit the rest to our vendor.,career@yahoo.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Digital India Hub,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.microsoft.com,DevOps Engineer,Microsoft,Exciting opportunity for DevOps Engineer at Microsoft. Remote options available. Competitive compensation package.,jobs@microsoft.com,Undisclosed,Sydney,Genuine
India,False,No Interview,http://forms.gle/xyz,Back Office Executive,Digital India Hub,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-9499400328.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/6885,HR Executive,Infosys,Urgent opening for HR Executive at Infosys Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@infosys.net,Undisclosed,Noida,Genuine
India,True,No Interview,http://tinyurl.com/airport services,Assistant Helper,Airport Services,Direct joining without interview. Salary 40000. Security deposit required for verification.,hr.airportservices@gmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Cruise Ship Crew,Amazon,Earn $2000 weekly working from home. We need a Cruise Ship Crew immediately. Shipping supplies included.,employment@amazon-jobs.com,High/Unrealistic,New York,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/8213,HR Executive,TCS,We are looking for a skilled HR Executive to join our team in Hyderabad. Minimum 2 years experience required. Apply on our official portal.,recruitment@tcs.net,Undisclosed,Chennai,Genuine
Foreign,False,Video Conference x3,https://jobs.salesforce.com,Cloud Architect,Salesforce,Join our global team as a Cloud Architect. We prioritize innovation and diversity. Full health benefits included.,jobs@salesforce.com,Undisclosed,Remote,Genuine
India,True,No Interview,http://tinyurl.com/digital india hub,SMS Sending Job,Digital India Hub,Direct joining without interview. Salary 40000. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,DataTech Solutions,Government job backdoor entry. Pay 500 for cleaning charges and get appointment letter today.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Pune,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Oil Rig Worker,Amazon,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,employment@amazon-jobs.com,High/Unrealistic,Berlin,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Payment Processor,Salesforce,Exciting offer for Payment Processor. We will send you a check for equipment. Deposit the rest to our vendor.,employment@salesforce-jobs.com,High/Unrealistic,London,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/1117,Sales Manager,TCS,Join TCS as a Sales Manager. Work on cutting-edge technologies. Location: Bangalore. Send resume to our official email.,hr@tcs.co.in,Undisclosed,Hyderabad,Genuine
India,True,No Interview,http://forms.gle/xyz,Assistant Helper,Global Services,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/7885,Software Engineer,Reliance Jio,Join Reliance Jio as a Software Engineer. Work on cutting-edge technologies. Location: Mumbai. Send resume to our official email.,recruitment@reliancejio.net,Undisclosed,Hyderabad,Genuine
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/3705,Business Analyst,Airtel,We are looking for a skilled Business Analyst to join our team in Pune. Minimum 2 years experience required. Apply on our official portal.,hr@airtel.co.in,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/7419,HR Executive,HDFC Bank,HDFC Bank is hiring for HR Executive. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@hdfcbank.com,Undisclosed,Hyderabad,Genuine
Foreign,False,Video Conference x3,https://jobs.amazon.com,DevOps Engineer,Amazon,Amazon is seeking a talented DevOps Engineer. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@amazon.com,Undisclosed,San Francisco,Genuine
India,True,No Interview,http://bit.ly/job207,Back Office Executive,Global Services,Direct joining without interview. Salary 40000. Security deposit required for verification.,hr.globalservices@gmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Smart Work Pvt Ltd,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 2000 for ID card and laptop gate pass.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/7180,Data Scientist,HDFC Bank,Join HDFC Bank as a Data Scientist. Work on cutting-edge technologies. Location: Hyderabad. Send resume to our official email.,hr@hdfcbank.co.in,Undisclosed,Pune,Genuine
India,False,No Interview,http://bit.ly/job485,SMS Sending Job,Airport Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9059539769.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Online Chat,http://facebook-hiring-now.net,Cruise Ship Crew,Facebook,Earn $2000 weekly working from home. We need a Cruise Ship Crew immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,Sydney,Fake
Foreign,True,Online Chat,http://amazon-hiring-now.net,Mystery Shopper,Amazon,Immediate visa sponsorship for Mystery Shopper. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,San Francisco,Fake
India,True,No Interview,http://bit.ly/job575,Airport Ground Staff,Smart Work Pvt Ltd,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Chennai,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Oil Rig Worker,Salesforce,Exciting offer for Oil Rig Worker. We will send you a check for equipment. Deposit the rest to our vendor.,employment@salesforce-jobs.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Captcha Entry Work,DataTech Solutions,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://forms.gle/xyz,Airport Ground Staff,Smart Work Pvt Ltd,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,False,No Interview,http://tinyurl.com/datatech solutions,Assistant Helper,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8103052082.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Bangalore,Fake
Foreign,False,Video Conference x3,https://jobs.salesforce.com,Product Manager,Salesforce,Join our global team as a Product Manager. We prioritize innovation and diversity. Full health benefits included.,jobs@salesforce.com,Undisclosed,Sydney,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/4614,Business Analyst,Infosys,Infosys is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@infosys.com,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/3512,HR Executive,Airtel,We are looking for a skilled HR Executive to join our team in Hyderabad. Minimum 2 years experience required. Apply on our official portal.,hr@airtel.co.in,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/1951,HR Executive,Reliance Jio,We are looking for a skilled HR Executive to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,careers@reliancejio.com,Undisclosed,Hyderabad,Genuine
